lwage76,constant,ed76,exp76,exp762,black,reg76r,smsa76r,region_1966,smsa66r,daded,momed,nodaded,nomomed,famed,momdad14,sinmom14,nearc4
5.37989735,1,15,4,.16,0,0,0,3,0,9.94,11,1,0,9,0,0,1
5.6167711,1,8,12,1.4400001,0,0,1,3,1,3,6,0,0,8,0,0,1
5.86363118,1,15,3,.090000004,1,0,1,3,1,8,10,0,0,8,1,0,1
6.58063914,1,12,11,1.21,0,0,0,3,0,8,10,0,0,8,1,0,1
6.91572345,1,12,9,.81,0,0,0,3,0,3,8,0,0,8,1,0,1
6.48310735,1,17,6,.36000001,0,0,1,3,0,8,12,0,0,6,1,0,1
6.68835471,1,16,4,.16,0,0,1,3,1,9.94,16,1,0,4,1,0,1
6.34563636,1,12,9,.81,0,0,1,3,1,8,12,0,0,6,1,0,1
6.39692966,1,16,3,.090000004,0,0,1,3,1,12,12,0,0,3,1,0,1
6.46925032,1,12,6,.36000001,0,0,1,3,1,9.94,10.25,1,1,9,0,0,1
6.10924758,1,13,7,.49000001,0,0,1,3,1,14,10,0,0,5,1,0,1
6.09807428,1,13,7,.49000001,0,1,1,3,1,9.94,2,1,0,9,1,0,1
6.38012254,1,15,8,.63999999,0,0,0,3,1,12,11,0,0,5,1,0,1
6.58063914,1,14,5,.25,0,0,1,3,1,8,12,0,0,6,1,0,1
6.54103,1,12,14,1.96,0,0,1,3,1,8,8,0,0,8,1,0,1
6.27098843,1,13,7,.49000001,0,1,1,3,1,8,8,0,0,8,1,0,1
6.15273269,1,9,15,2.25,0,0,1,3,1,8,8,0,0,8,1,0,1
6.17586727,1,16,4,.16,0,0,1,3,1,16,13,0,0,1,1,0,1
6.13556489,1,16,3,.090000004,0,0,1,3,1,16,13,0,0,1,1,0,1
6.31716469,1,17,10,1,0,0,1,3,1,6,9,0,0,8,1,0,1
6.76272951,1,14,12,1.4400001,0,0,1,3,0,12,12,0,0,3,1,0,1
6.56948142,1,16,8,.63999999,0,0,0,3,0,9.94,12,1,0,4,0,1,1
6.60665019,1,12,6,.36000001,0,0,0,3,0,9.94,12,1,0,4,0,1,1
6.70563909,1,14,8,.63999999,0,0,1,3,0,9.94,10,1,0,9,0,0,1
6.51767127,1,12,16,2.5599999,0,0,1,3,1,11,12,0,0,6,1,0,1
6.68085468,1,16,7,.49000001,0,0,1,3,1,12,12,0,0,3,1,0,1
6.64509097,1,13,5,.25,0,0,1,3,1,13,17,0,0,1,1,0,1
6.13556489,1,16,3,.090000004,0,0,1,3,1,12,16,0,0,2,1,0,1
6.25190388,1,14,4,.16,0,0,1,3,0,12,12,0,0,3,1,0,1
5.97380961,1,12,7,.49000001,0,0,0,3,0,12,10.25,0,1,5,1,0,1
6.68461173,1,13,13,1.6900001,0,1,1,3,0,9,7,0,0,8,1,0,1
6.51174533,1,17,4,.16,0,0,1,3,0,14,12,0,0,2,1,0,0
6.17586727,1,16,11,1.21,0,0,0,3,0,9.94,10.25,1,1,9,1,0,0
6.8145429,1,12,14,1.96,0,0,0,3,0,8,12,0,0,6,1,0,0
6.17586727,1,12,7,.49000001,0,0,0,3,0,8,8,0,0,8,1,0,0
6.2146081,1,11,16,2.5599999,0,0,0,3,0,8,8,0,0,8,1,0,0
5.95324333,1,16,2,.039999999,0,0,0,3,0,12,12,0,0,3,1,0,0
6.07764224,1,12,6,.36000001,0,0,1,3,0,12,11,0,0,5,1,0,0
6.26530121,1,12,7,.49000001,0,0,0,3,0,7,8,0,0,8,1,0,0
6.81673588,1,14,9,.81,0,0,0,3,0,12,8,0,0,5,1,0,0
6.295266,1,16,3,.090000004,0,0,0,3,0,12,15,0,0,2,1,0,0
6.64509097,1,13,9,.81,0,0,0,3,0,4,16,0,0,6,1,0,0
5.420535,1,12,6,.36000001,0,0,0,3,0,8,8,0,0,8,1,0,0
6.56667243,1,18,3,.090000004,0,0,0,3,1,12,12,0,0,3,1,0,0
5.84643878,1,18,10,1,0,0,0,4,0,8,8,0,0,8,1,0,0
6.66822825,1,12,14,1.96,0,0,0,4,0,8,8,0,0,8,1,0,0
6.12029742,1,14,6,.36000001,0,0,1,4,0,10,12,0,0,6,0,0,0
6.13122649,1,16,2,.039999999,0,0,1,4,0,10,12,0,0,6,0,0,0
5.62401751,1,13,7,.49000001,0,0,0,4,0,9.94,14,1,0,4,0,1,0
6.69456206,1,17,11,1.21,0,0,1,4,0,8,12,0,0,6,1,0,0
6.43615037,1,14,7,.49000001,0,0,0,4,0,12,14,0,0,2,1,0,0
6.54678541,1,12,8,.63999999,0,0,1,4,0,8,12,0,0,6,1,0,0
5.9348942,1,14,6,.36000001,0,0,0,4,0,8,12,0,0,6,1,0,0
6.15909539,1,12,6,.36000001,0,0,0,4,0,8,12,0,0,6,1,0,0
6.05208917,1,12,6,.36000001,0,0,0,4,0,8,12,0,0,6,1,0,0
6.47543272,1,16,2,.039999999,0,0,0,4,0,8,12,0,0,6,1,0,0
6.19644413,1,15,4,.16,0,0,1,3,1,12,15,0,0,2,1,0,0
6.82871207,1,18,2,.039999999,0,0,0,3,0,12,16,0,0,2,0,0,0
5.85793315,1,12,6,.36000001,0,0,0,3,0,12,10,0,0,5,1,0,0
6.39692966,1,13,6,.36000001,0,0,0,3,0,13,12,0,0,2,1,0,0
6.06145692,1,9,16,2.5599999,0,0,0,3,0,3,7,0,0,8,1,0,0
6.2146081,1,12,8,.63999999,0,0,0,3,0,2,7,0,0,8,1,0,0
6.2146081,1,9,9,.81,0,0,0,3,0,2,7,0,0,8,1,0,0
5.85793315,1,8,20,4,0,0,0,4,0,8,8,0,0,8,1,0,0
5.91350301,1,14,7,.49000001,0,0,0,4,0,8,10,0,0,8,1,0,0
5.94017125,1,16,2,.039999999,0,0,0,4,0,8,12,0,0,6,1,0,0
5.52146092,1,14,5,.25,0,0,0,4,0,9,12,0,0,6,1,0,0
6.22653667,1,18,6,.36000001,0,0,1,4,1,6,8,0,0,8,1,0,0
6.42810527,1,12,9,.81,0,0,1,4,0,12,13,0,0,2,1,0,0
5.94279938,1,16,2,.039999999,0,0,0,4,0,12,13,0,0,2,1,0,0
5.88887796,1,12,12,1.4400001,0,0,0,4,0,9.94,13,1,0,4,1,0,0
6.37672695,1,12,10,1,0,0,1,4,0,9.94,8,1,0,9,0,1,0
5.85793315,1,12,6,.36000001,0,0,1,4,0,9.94,8,1,0,9,0,1,0
6.18208491,1,12,14,1.96,0,0,1,4,1,8,12,0,0,6,1,0,0
6.72743172,1,11,17,2.8900001,0,0,0,4,0,6,9,0,0,8,1,0,0
6.28226675,1,10,13,1.6900001,0,0,1,4,0,8,12,0,0,6,1,0,0
5.95324333,1,17,5,.25,0,0,0,4,0,9.94,12,1,0,4,0,0,1
6.10924758,1,11,8,.63999999,0,0,0,4,0,8,8,0,0,8,1,0,1
6.19644413,1,16,6,.36000001,0,0,0,4,0,12,8,0,0,5,1,0,1
6.81783057,1,12,6,.36000001,0,0,0,4,0,9.94,10,1,0,9,0,1,1
6.72262979,1,18,8,.63999999,0,0,1,4,0,8,12,0,0,6,1,0,1
6.07304453,1,12,12,1.4400001,0,0,0,4,0,8,8,0,0,8,1,0,1
6.55108034,1,12,8,.63999999,0,0,0,4,0,8,8,0,0,8,1,0,1
6.295266,1,10,10,1,0,0,0,4,0,8,8,0,0,8,1,0,1
5.44241771,1,16,2,.039999999,0,0,0,4,0,12,13,0,0,2,1,0,1
5.97888576,1,12,16,2.5599999,0,0,0,4,0,12,9,0,0,5,1,0,0
6.58063914,1,12,7,.49000001,0,0,1,4,0,9.94,10.25,1,1,9,0,0,0
7.07918439,1,12,7,.49000001,0,0,0,4,0,8,15,0,0,6,1,0,0
6.2166061,1,12,7,.49000001,0,0,1,4,0,8,10,0,0,8,1,0,0
5.81711116,1,16,2,.039999999,0,0,1,4,0,16,13,0,0,1,1,0,1
6.33682573,1,12,14,1.96,0,0,0,4,0,8,8,0,0,8,1,0,1
6.87109129,1,17,11,1.21,0,1,0,3,1,6,12,0,0,6,1,0,0
7.22548147,1,12,15,2.25,0,0,1,3,1,12,12,0,0,3,1,0,0
6.68461173,1,12,10,1,0,0,1,3,1,12,12,0,0,3,1,0,0
6.41181827,1,12,12,1.4400001,0,0,1,3,1,7,11,0,0,8,1,0,0
6.50727771,1,16,3,.090000004,0,0,1,3,1,12,12,0,0,3,1,0,0
6.09807428,1,11,8,.63999999,0,0,1,3,1,8,7,0,0,8,1,0,0
6.18414889,1,13,6,.36000001,0,0,1,3,1,10,12,0,0,6,1,0,0
6.56526497,1,18,8,.63999999,0,0,0,3,0,12,16,0,0,2,1,0,0
6.8596149,1,12,14,1.96,0,0,0,3,0,9.94,10.25,1,1,9,0,0,0
6.1737861,1,11,8,.63999999,0,0,0,3,0,10,8,0,0,8,1,0,0
6.2146081,1,13,8,.63999999,0,0,1,3,1,12,12,0,0,3,1,0,0
6.12468339,1,16,4,.16,0,1,1,3,0,12,12,0,0,3,1,0,0
6.58063914,1,18,0,0,0,0,0,4,0,18,12,0,0,2,1,0,1
6.5971457,1,12,6,.36000001,0,0,0,4,0,9.94,12,1,0,4,0,1,1
5.79909265,1,12,15,2.25,0,0,0,4,0,8,12,0,0,6,1,0,1
6.01615716,1,12,9,.81,0,0,0,4,0,8,11,0,0,8,1,0,1
6.18620862,1,12,9,.81,0,0,0,4,0,8,8,0,0,8,1,0,1
6.86901445,1,18,7,.49000001,0,1,1,4,0,9,13,0,0,6,1,0,1
5.88332239,1,16,2,.039999999,0,0,0,4,0,12,12,0,0,3,1,0,1
5.79909265,1,12,6,.36000001,0,0,0,3,0,9,12,0,0,6,1,0,0
6.43775165,1,12,10,1,0,0,0,3,0,9.94,10,1,0,9,0,0,0
6.20455776,1,12,8,.63999999,0,0,0,3,0,5,8,0,0,8,1,0,0
6.48157713,1,12,11,1.21,0,0,0,3,0,12,12,0,0,3,0,0,0
6.58202514,1,12,9,.81,0,0,0,3,0,15,12,0,0,2,1,0,0
6.55677836,1,12,7,.49000001,0,0,0,3,0,15,12,0,0,2,1,0,0
6.24222327,1,9,14,1.96,0,0,0,3,0,1,3,0,0,8,1,0,0
6.43775165,1,12,13,1.6900001,0,0,1,3,0,14,12,0,0,2,1,0,0
6.43294009,1,18,5,.25,0,0,0,3,0,12,15,0,0,2,1,0,0
6.05678401,1,15,5,.25,0,0,1,3,0,12,15,0,0,2,1,0,0
6.48157713,1,12,11,1.21,0,0,0,3,0,12,12,0,0,3,1,0,0
6.46614472,1,12,12,1.4400001,0,0,0,3,0,12,12,0,0,3,1,0,0
6.35437004,1,12,16,2.5599999,0,0,1,3,0,12,12,0,0,3,1,0,0
5.74620319,1,13,15,2.25,0,1,0,3,0,9.94,10.25,1,1,9,0,0,0
6.49828215,1,18,0,0,0,0,0,3,0,9.94,16,1,0,4,0,1,0
6.31896811,1,13,13,1.6900001,0,0,0,3,0,8,13,0,0,6,1,0,0
5.70378247,1,18,0,0,0,0,1,3,0,12,12,0,0,3,1,0,0
6.4645883,1,15,7,.49000001,0,0,0,3,0,12,16,0,0,2,1,0,0
6.50279005,1,14,8,.63999999,0,0,1,3,1,12,8,0,0,5,1,0,0
7.18538702,1,18,4,.16,0,0,1,3,1,15,13,0,0,1,1,0,0
6.22257627,1,12,6,.36000001,0,0,1,3,1,9,9,0,0,7,0,0,0
6.66057515,1,16,3,.090000004,0,0,1,3,1,12,12,0,0,3,1,0,0
6.70563909,1,14,5,.25,0,0,1,3,0,12,12,0,0,3,1,0,0
6.25382881,1,12,10,1,0,0,0,3,0,12,6,0,0,5,1,0,0
6.35784227,1,12,9,.81,0,0,0,3,0,12,6,0,0,5,1,0,0
5.92692603,1,11,8,.63999999,0,0,0,3,0,12,6,0,0,5,1,0,0
6.2146081,1,12,6,.36000001,0,0,0,3,0,12,8,0,0,5,1,0,0
6.43775165,1,16,6,.36000001,0,0,1,3,0,12,12,0,0,3,1,0,0
6.52795792,1,16,12,1.4400001,0,0,0,3,0,9.94,10.25,1,1,9,1,0,0
6.15273269,1,14,6,.36000001,0,0,0,3,0,12,12,0,0,3,1,0,0
6.44254017,1,13,8,.63999999,0,0,0,3,0,12,12,0,0,3,1,0,0
6.26339826,1,13,5,.25,0,0,0,3,0,12,8,0,0,5,1,0,0
6.31716469,1,12,14,1.96,0,0,0,3,0,8,8,0,0,8,1,0,0
6.46302946,1,16,3,.090000004,0,0,1,3,1,12,12,0,0,3,1,0,1
6.24027585,1,13,15,2.25,0,0,1,3,1,8,12,0,0,6,1,0,1
6.4035742,1,12,9,.81,0,0,1,3,1,12,12,0,0,3,1,0,1
6.55108034,1,13,14,1.96,0,0,1,3,1,8,15,0,0,6,1,0,1
6.40687999,1,12,15,2.25,0,0,1,3,1,8,12,0,0,6,1,0,1
6.92853782,1,12,15,2.25,0,0,1,3,1,9.94,12,1,0,4,0,1,1
6.57088296,1,12,13,1.6900001,0,0,1,3,1,16,12,0,0,2,1,0,1
6.2146081,1,12,10,1,0,0,1,3,1,8,8,0,0,8,1,0,1
6.36818719,1,12,10,1,0,0,1,3,1,14,8,0,0,5,1,0,1
6.55961524,1,12,13,1.6900001,0,0,1,3,1,5,8,0,0,8,1,0,1
6.25382881,1,16,8,.63999999,0,0,0,4,0,11,12,0,0,6,1,0,1
6.48616079,1,16,7,.49000001,0,0,1,4,1,9.94,10.25,1,1,9,1,0,1
6.52795792,1,16,6,.36000001,0,0,1,4,0,16,14,0,0,1,1,0,1
5.62040087,1,13,6,.36000001,0,0,1,4,1,11,11,0,0,7,1,0,1
6.56103067,1,13,15,2.25,1,0,1,4,1,9.94,12,1,0,4,1,0,1
6.66949809,1,12,16,2.5599999,0,0,1,3,1,8,11,0,0,8,1,0,1
7.18462915,1,18,7,.49000001,0,0,1,3,1,18,12,0,0,2,1,0,1
6.00141488,1,14,8,.63999999,0,0,1,3,1,9,8,0,0,8,1,0,1
5.70378247,1,16,3,.090000004,0,0,1,3,1,12,12,0,0,3,1,0,1
6.51174533,1,12,8,.63999999,0,0,1,3,1,12,12,0,0,3,1,0,1
6.58202514,1,12,16,2.5599999,0,0,1,3,1,9.94,8,1,0,9,1,0,1
6.64509097,1,16,4,.16,0,0,0,3,1,8,2,0,0,8,1,0,1
6.63331843,1,16,8,.63999999,0,0,0,4,0,6,12,0,0,6,1,0,1
6.07304453,1,18,6,.36000001,0,0,0,4,1,11,12,0,0,6,1,0,1
7.08338785,1,13,15,2.25,0,0,0,4,0,12,8,0,0,5,1,0,1
6.13556489,1,17,8,.63999999,0,0,0,4,0,9.94,4,1,0,9,0,1,1
5.91350301,1,12,6,.36000001,0,0,0,4,0,12,12,0,0,3,1,0,1
6.1633148,1,12,12,1.4400001,0,0,0,4,0,12,12,0,0,3,1,0,1
6.07534603,1,12,10,1,0,0,0,4,0,12,12,0,0,3,1,0,1
5.80513497,1,12,8,.63999999,0,0,0,4,0,8,12,0,0,6,1,0,1
6.46146818,1,16,9,.81,0,0,1,4,0,12,12,0,0,3,1,0,1
6.22455843,1,12,16,2.5599999,0,0,0,4,0,9.94,6,1,0,9,0,0,1
6.43775165,1,16,7,.49000001,0,0,0,4,0,10,12,0,0,6,1,0,1
6.13556489,1,12,13,1.6900001,0,0,0,4,0,9.94,8,1,0,9,1,0,1
6.70563909,1,17,4,.16,0,1,1,3,1,16,16,0,0,1,1,0,1
6.07073773,1,17,1,.0099999998,0,0,1,3,1,9.94,13,1,0,4,1,0,1
6.46302946,1,14,5,.25,0,0,1,3,1,15,12,0,0,2,1,0,1
5.4161004,1,15,4,.16,0,0,0,3,1,15,12,0,0,2,1,0,1
6.58063914,1,15,13,1.6900001,1,0,1,3,1,9.94,14,1,0,4,0,0,1
6.58202514,1,16,4,.16,0,0,1,3,1,12,12,0,0,3,1,0,1
6.70563909,1,16,7,.49000001,0,0,1,3,1,16,16,0,0,1,1,0,1
6.49828215,1,16,5,.25,0,0,1,3,1,16,13,0,0,1,1,0,1
6.79905586,1,18,4,.16,0,0,1,3,1,12,12,0,0,3,0,0,1
6.67582322,1,11,17,2.8900001,0,0,1,3,1,9.94,10.25,1,1,9,1,0,1
6.28971557,1,15,10,1,0,0,1,3,1,10,12,0,0,6,1,0,1
6.79905586,1,11,10,1,0,0,1,3,1,10,12,0,0,6,1,0,1
6.58063914,1,15,9,.81,0,0,1,3,1,13,12,0,0,2,1,0,1
6.82979374,1,13,5,.25,0,0,1,3,1,12,12,0,0,3,1,0,1
6.23048145,1,12,10,1,0,0,1,3,1,8,10,0,0,8,1,0,1
6.83410874,1,16,10,1,0,0,1,3,1,8,10,0,0,8,1,0,1
6.5581978,1,17,10,1,0,0,1,3,1,9.94,10.25,1,1,9,1,0,1
6.76272951,1,12,12,1.4400001,0,0,1,3,1,9.94,5,1,0,9,0,1,1
6.25382881,1,16,2,.039999999,0,0,1,3,1,12,12,0,0,3,1,0,1
6.03308622,1,12,6,.36000001,0,0,1,3,1,10,8,0,0,8,1,0,1
5.58349631,1,15,5,.25,0,0,1,3,1,10,10,0,0,7,1,0,1
6.43775165,1,15,3,.090000004,0,0,1,3,1,16,14,0,0,1,1,0,1
6.84587988,1,12,13,1.6900001,0,0,1,3,1,9.94,12,1,0,4,1,0,1
6.64118217,1,16,3,.090000004,0,0,1,3,1,16,12,0,0,2,1,0,1
6.68586095,1,9,14,1.96,0,0,1,3,1,10,12,0,0,6,1,0,1
6.56103067,1,15,7,.49000001,0,0,1,3,1,10,12,0,0,6,1,0,1
6.52795792,1,12,12,1.4400001,0,0,1,3,1,9.94,10,1,0,9,0,1,1
6.03308622,1,16,4,.16,0,0,1,3,1,9,12,0,0,6,1,0,1
6.39692966,1,18,5,.25,0,0,1,3,0,8,12,0,0,6,1,0,1
6.52502966,1,15,4,.16,0,0,1,3,1,9.94,13,1,0,4,0,0,1
6.82219739,1,18,7,.49000001,0,0,0,3,0,12,9,0,0,5,1,0,1
6.60394382,1,12,14,1.96,0,0,1,3,1,9.94,10.25,1,1,9,0,0,1
7.06219163,1,12,10,1,0,0,1,3,1,10,12,0,0,6,1,0,1
6.63987583,1,11,12,1.4400001,0,0,1,3,1,10,10,0,0,7,1,0,1
6.86901445,1,12,8,.63999999,0,0,1,3,1,10,10,0,0,7,1,0,1
5.70378247,1,18,3,.090000004,0,0,1,3,1,12,12,0,0,3,1,0,1
6.48920493,1,16,2,.039999999,0,0,1,3,1,12,12,0,0,3,1,0,1
6.13556489,1,12,8,.63999999,0,0,1,3,1,8,8,0,0,8,1,0,1
6.58063914,1,12,6,.36000001,0,0,1,3,1,8,8,0,0,8,1,0,1
6.76272951,1,12,7,.49000001,0,0,1,3,1,8,12,0,0,6,1,0,1
6.39024067,1,11,7,.49000001,0,0,1,3,1,7,5,0,0,8,1,0,1
6.81234509,1,12,14,1.96,0,0,1,3,1,8,10,0,0,8,1,0,1
6.95559261,1,12,11,1.21,0,0,1,3,1,8,10,0,0,8,1,0,1
6.12029742,1,13,15,2.25,0,1,1,3,1,9.94,10.25,1,1,9,1,0,1
6.51471269,1,12,9,.81,1,1,0,3,1,9.94,10.25,1,1,9,1,0,1
6.58063914,1,12,6,.36000001,1,0,1,3,1,9.94,10.25,1,1,9,1,0,1
6.39692966,1,7,20,4,1,0,1,3,1,8,8,0,0,8,1,0,1
6.82979374,1,12,10,1,1,0,1,3,1,8,8,0,0,8,1,0,1
6.62007321,1,12,10,1,0,0,1,3,1,6,6,0,0,8,1,0,1
6.33327963,1,12,10,1,0,0,1,3,1,6,6,0,0,8,1,0,1
6.43775165,1,14,6,.36000001,0,0,1,3,1,12,10,0,0,5,1,0,1
5.70378247,1,10,13,1.6900001,0,0,0,3,1,9.94,10.25,1,1,9,0,1,1
7.22983878,1,12,9,.81,0,0,0,3,1,8,12,0,0,6,1,0,1
6.15273269,1,14,5,.25,0,0,1,3,1,12,12,0,0,3,1,0,1
6.66949809,1,12,10,1,0,0,1,3,1,12,12,0,0,3,1,0,1
5.43807931,1,16,3,.090000004,0,0,1,3,1,8,12,0,0,6,1,0,1
5.96357934,1,10,11,1.21,0,0,0,3,0,12,12,0,0,3,1,0,0
5.75257264,1,12,15,2.25,0,0,1,3,0,7,12,0,0,6,1,0,0
5.87211779,1,17,6,.36000001,0,0,1,3,0,3,5,0,0,8,1,0,0
6.2146081,1,8,12,1.4400001,0,0,1,3,0,5,8,0,0,8,1,0,0
6.47697236,1,11,16,2.5599999,0,0,0,3,0,8,11,0,0,8,1,0,0
6.70318811,1,12,9,.81,0,0,1,3,0,8,11,0,0,8,1,0,0
6.47543272,1,13,7,.49000001,0,0,0,3,0,13,12,0,0,2,1,0,0
6.07534603,1,12,11,1.21,0,0,1,3,0,9,10.25,0,1,9,0,0,0
6.39692966,1,11,10,1,0,0,0,3,0,10,15,0,0,6,1,0,0
5.32787617,1,13,7,.49000001,0,1,1,3,0,16,14,0,0,1,1,0,0
6.17586727,1,12,9,.81,0,1,1,3,1,12,11,0,0,5,1,0,0
6.18414889,1,13,5,.25,0,1,1,3,1,12,10,0,0,5,1,0,0
6.63200178,1,18,5,.25,0,0,1,3,1,12,12,0,0,3,1,0,0
6.90274274,1,12,8,.63999999,0,0,1,3,1,12,12,0,0,3,1,0,0
7.06219163,1,12,11,1.21,0,0,1,4,1,9.94,10.25,1,1,9,0,0,1
5.74939299,1,16,3,.090000004,0,0,1,4,1,12,12,0,0,3,1,0,1
6.81892407,1,13,6,.36000001,0,0,1,3,1,14,12,0,0,2,1,0,1
6.49828215,1,13,7,.49000001,0,0,1,3,1,16,12,0,0,2,1,0,1
6.6631327,1,12,11,1.21,0,0,1,3,1,9.94,8,1,0,9,0,0,1
6.47697236,1,13,13,1.6900001,0,0,1,3,1,8,12,0,0,6,1,0,1
5.58724866,1,9,12,1.4400001,0,1,1,3,1,12,6,0,0,5,1,0,1
5.87211779,1,8,19,3.6099999,0,0,0,3,1,8,8,0,0,8,1,0,1
6.08677473,1,8,19,3.6099999,0,0,0,3,1,9.94,10.25,1,1,9,0,0,1
6.1633148,1,11,13,1.6900001,0,0,1,3,1,6,12,0,0,6,1,0,1
6.58755001,1,11,15,2.25,0,0,1,3,1,5,10,0,0,8,1,0,1
6.58063914,1,16,6,.36000001,0,0,1,4,1,17,12,0,0,2,0,1,1
6.33327963,1,12,16,2.5599999,0,0,1,3,1,9.94,10.25,1,1,9,0,0,1
6.39692966,1,12,8,.63999999,0,0,1,3,1,12,13,0,0,2,1,0,1
6.53958596,1,15,4,.16,0,0,1,3,1,13,12,0,0,2,1,0,1
6.04737218,1,15,7,.49000001,0,0,1,3,1,10,11,0,0,7,1,0,1
6.66695679,1,12,6,.36000001,0,0,1,3,1,14,10.25,0,1,5,1,0,1
7.09174212,1,12,13,1.6900001,0,0,1,3,1,8,12,0,0,6,1,0,1
6.35784227,1,16,12,1.4400001,0,0,1,3,1,9.94,18,1,0,4,0,1,1
6.453625,1,18,3,.090000004,0,0,0,3,0,11,10,0,0,7,1,0,1
6.01615716,1,12,9,.81,0,0,1,3,1,9.94,12,1,0,4,1,0,1
5.91350301,1,16,2,.039999999,0,0,1,3,1,12,10,0,0,5,1,0,1
6.67076632,1,16,4,.16,0,0,1,3,1,11,10,0,0,7,1,0,1
6.10924758,1,17,1,.0099999998,0,0,1,3,1,11,10,0,0,7,1,0,1
7.13169851,1,12,10,1,0,0,1,3,1,11,12,0,0,6,1,0,1
6.69456206,1,16,8,.63999999,0,0,1,4,1,16,13,0,0,1,1,0,1
5.73009978,1,16,8,.63999999,0,0,1,4,1,8,12,0,0,6,1,0,1
6.70563909,1,12,12,1.4400001,0,0,0,4,0,12,12,0,0,3,1,0,1
6.51174533,1,16,8,.63999999,0,0,1,4,0,6,6,0,0,8,1,0,1
6.26149168,1,12,11,1.21,0,0,0,4,0,9.94,10.25,1,1,9,1,0,1
5.6167711,1,15,9,.81,0,0,0,4,0,8,9,0,0,8,1,0,1
6.04737218,1,17,5,.25,0,0,0,4,0,14,12,0,0,2,1,0,1
6.46302946,1,16,6,.36000001,0,0,1,4,0,10,8,0,0,8,1,0,1
6.10924758,1,12,10,1,0,0,0,4,0,9,9,0,0,7,1,0,1
5.80814249,1,12,8,.63999999,0,0,0,4,0,6,7,0,0,8,1,0,1
6.81673588,1,12,14,1.96,0,0,0,4,0,8,12,0,0,6,1,0,1
4.85203026,1,11,10,1,0,0,0,4,0,8,9,0,0,8,1,0,1
5.98141421,1,16,5,.25,0,0,0,4,1,14,12,0,0,2,1,0,1
6.1633148,1,13,9,.81,0,0,1,4,0,12,12,0,0,3,1,0,1
6.10924758,1,13,12,1.4400001,0,0,0,4,0,8,12,0,0,6,1,0,1
5.70378247,1,16,2,.039999999,0,0,0,4,0,12,12,0,0,3,1,0,1
6.13556489,1,18,5,.25,0,0,1,3,1,8,12,0,0,6,1,0,1
6.44571982,1,12,14,1.96,0,0,0,3,0,7,9,0,0,8,1,0,1
6.18414889,1,12,15,2.25,0,0,0,3,0,6,4,0,0,8,1,0,1
6.30809844,1,12,12,1.4400001,0,0,0,3,0,5,6,0,0,8,1,0,1
5.91889385,1,12,7,.49000001,0,0,0,3,0,5,6,0,0,8,1,0,1
6.46302946,1,12,16,2.5599999,0,0,0,3,0,4,8,0,0,8,1,0,1
6.25190388,1,12,11,1.21,0,0,1,3,0,9.94,8,1,0,9,0,1,1
5.95324333,1,9,11,1.21,0,0,0,3,0,5,11,0,0,8,1,0,1
6.10924758,1,16,7,.49000001,0,1,1,3,1,12,8,0,0,5,1,0,1
5.75257264,1,12,8,.63999999,0,0,0,4,0,10,12,0,0,6,1,0,0
6.59441346,1,14,9,.81,0,0,0,4,0,11,12,0,0,6,1,0,0
5.78382518,1,12,14,1.96,0,0,0,4,0,6,12,0,0,6,1,0,0
6.42324696,1,16,6,.36000001,0,0,1,4,0,12,12,0,0,3,1,0,0
5.84643878,1,15,9,.81,0,0,1,4,0,10,10,0,0,7,1,0,0
6.15485809,1,13,9,.81,0,0,1,4,0,8,13,0,0,6,1,0,0
5.70378247,1,12,9,.81,0,0,0,4,0,7,8,0,0,8,1,0,0
6.06378521,1,13,5,.25,0,0,1,3,1,15,10,0,0,5,1,0,1
5.58724866,1,12,10,1,1,0,1,3,1,12,8,0,0,5,1,0,1
5.43807931,1,12,10,1,0,0,1,3,1,13,10,0,0,5,0,0,1
6.06842559,1,14,4,.16,0,0,1,3,1,9.94,10,1,0,9,0,1,1
6.27476202,1,12,8,.63999999,0,0,1,3,1,12,12,0,0,3,1,0,1
7.00306546,1,12,9,.81,0,0,1,3,1,12,11,0,0,5,1,0,1
6.37672695,1,12,10,1,1,0,1,3,1,8,12,0,0,6,1,0,1
6.73459166,1,18,6,.36000001,0,0,0,3,1,9.94,15,1,0,4,1,0,1
6.46302946,1,15,3,.090000004,0,0,1,3,1,9.94,10,1,0,9,0,1,1
6.86901445,1,14,14,1.96,0,0,1,3,1,12,12,0,0,3,1,0,1
6.82546004,1,13,14,1.96,0,0,1,3,1,11,12,0,0,6,1,0,1
5.85793315,1,15,6,.36000001,0,0,0,4,0,9.94,12,1,0,4,1,0,0
5.95324333,1,16,2,.039999999,0,0,0,4,0,12,12,0,0,3,1,0,0
6.42648846,1,16,11,1.21,0,0,0,4,0,4,12,0,0,6,1,0,0
6.15273269,1,13,12,1.4400001,0,0,1,4,1,9.94,10.25,1,1,9,1,0,0
6.01859321,1,12,9,.81,0,0,0,4,0,12,10.25,0,1,5,0,0,0
5.99146455,1,12,7,.49000001,0,0,0,4,0,12,10,0,0,5,1,0,0
6.55108034,1,11,16,2.5599999,0,0,1,3,1,9,8,0,0,8,1,0,0
5.73979291,1,15,6,.36000001,0,0,1,3,1,12,12,0,0,3,1,0,0
5.49306144,1,14,4,.16,0,1,0,3,1,12,12,0,0,3,1,0,0
5.51342875,1,12,14,1.96,1,1,1,3,1,5,7,0,0,8,1,0,0
